segment;time;userDifficulty;edaDifficulty;segDifficulty;totalDifficulty;totalLevelDifficulty
1;0;0,2500001;0;0;0
2;0;0,2500001;0;0;0
3;0;0,2500001;0;0;0
4;0;0,2500001;0;0;0
2;22,44693;0,2500001;0;0;0
2;42,50764;0,2500001;0;0;0
2;50,10606;0,2500001;0;0;0
2;59,94781;0,2500001;0;0;0
3;81,06914;0,2500001;0;0;0
3;92,40676;0,2500001;0;0;0
3;99,32726;0,2500001;0;0;0
3;106,5676;0,2500001;0;0;0
3;129,4464;0,2500001;0;0;0
3;136,6871;0,2500001;0;0;0
3;144,9058;0,2500001;0;0;0
3;152,269;0,2500001;0;0;0
3;165,4481;0,2500001;0;0;0
3;171,6844;0,2500001;0;0;0
3;181,3464;0,2500001;0;0;0
3;189,4072;0,2500001;0;0;0
3;194,2864;0,2500001;0;0;0
3;201,5665;0,2500001;0;0;0
3;207,6262;0,2500001;0;0;0
3;216,7665;0,2500001;0;0;0
3;227,2471;0,2500001;0;0;0
3;266,2874;0,2500001;0;0;0
4;307,3878;0,2500001;0;0;0
4;312,6454;0,2500001;0;0;0
4;318,6855;0,2500001;0;0;0
4;324,047;0,2500001;0;0;0
4;329,0261;0,2500001;0;0;0
4;334,006;0,2500001;0;0;0
4;340,9249;0,2500001;0;0;0
4;346,5478;0,2500001;0;0;0
4;353,6097;0,2500001;0;0;0
4;359,6287;0,2500001;0;0;0
4;369,4075;0,2500001;0;0;0
4;373,3892;0,2500001;0;0;0
4;379,5065;0,2500001;0;0;0
4;386,2642;0,2500001;0;0;0
4;395,5242;0,2500001;0;0;0
4;405,5637;0,2500001;0;0;0
4;414,805;0,2500001;0;0;0
4;420,1883;0,2500001;0;0;0
4;434,4896;0,2500001;0;0;0
4;448,6474;0,2500001;0;0;0
4;458,9879;0,2500001;0;0;0
