id, time, RAWvalue, PrettyValue
87220, "108,849007049575", "297", "7,25"
87221, "108,872808749555", "295", "7,20"
87222, "108,872808749555", "297", "7,25"
87223, "108,878971149446", "296", "7,23"
87224, "108,878971149446", "295", "7,20"
87225, "108,878971149446", "297", "7,25"
87226, "108,878971149446", "295", "7,20"
87227, "108,878971149446", "296", "7,23"
87228, "108,878971149446", "296", "7,23"
87229, "108,878971149446", "295", "7,20"
87230, "108,878971149446", "296", "7,23"
87231, "108,878971149446", "295", "7,20"
87232, "108,878971149446", "296", "7,23"
87233, "108,878971149446", "296", "7,23"
87234, "108,878971149446", "295", "7,20"
87235, "108,878971149446", "297", "7,25"
87236, "108,878971149446", "295", "7,20"
87237, "108,878971149446", "296", "7,23"
87238, "108,878971149446", "296", "7,23"
87239, "108,878971149446", "295", "7,20"
87240, "108,878971149446", "297", "7,25"
87241, "108,878971149446", "295", "7,20"
87242, "108,878971149446", "296", "7,23"
87243, "108,878971149446", "296", "7,23"
87244, "108,878971149446", "295", "7,20"
87245, "108,878971149446", "296", "7,23"
87246, "108,878971149446", "295", "7,20"
87247, "108,878971149446", "296", "7,23"
87248, "108,878971149446", "295", "7,20"
87249, "108,878971149446", "295", "7,20"
87250, "108,878971149446", "295", "7,20"
87251, "108,882742749527", "294", "7,18"
87252, "108,902363049332", "295", "7,20"
87253, "108,902363049332", "295", "7,20"
87254, "108,927180949366", "294", "7,18"
87255, "108,927180949366", "295", "7,20"
87256, "108,931708649499", "293", "7,15"
87257, "108,950732950121", "294", "7,18"
87258, "108,956490749959", "294", "7,18"
87259, "108,979242949747", "294", "7,18"
87260, "108,979242949747", "295", "7,20"
87261, "108,985792849679", "293", "7,15"
87262, "109,017395650037", "294", "7,18"
87263, "109,023068749812", "294", "7,18"
87264, "109,023068749812", "293", "7,15"
87265, "109,023068749812", "295", "7,20"
87266, "109,052442549495", "293", "7,15"
87267, "109,052442549495", "295", "7,20"
87268, "109,0557128496", "294", "7,18"
87269, "109,075747149764", "294", "7,18"
87270, "109,082374449586", "295", "7,20"
87271, "109,082374449586", "294", "7,18"
87272, "109,100898849545", "295", "7,20"
87273, "109,105546649313", "295", "7,20"
87274, "109,149500849657", "294", "7,18"
87275, "109,149500849657", "295", "7,20"
87276, "109,155522349756", "294", "7,18"
87277, "109,155522349756", "295", "7,20"
87278, "109,155522349756", "295", "7,20"
87279, "109,177224849351", "295", "7,20"
87280, "109,177224849351", "295", "7,20"
87281, "109,181026249425", "294", "7,18"
87282, "109,202773049241", "295", "7,20"
87283, "109,202773049241", "295", "7,20"
87284, "109,22891694936", "295", "7,20"
87285, "109,22891694936", "296", "7,23"
87286, "109,22891694936", "295", "7,20"
87287, "109,2490182498", "296", "7,23"
87288, "109,253396349726", "296", "7,23"
87289, "109,269021049375", "295", "7,20"
