id, time, RAWvalue, PrettyValue
65458, "293,031214615912", "188", "4,59"
65459, "293,031214615912", "190", "4,64"
65460, "293,069151315955", "189", "4,61"
65461, "293,074801915907", "189", "4,61"
65462, "293,074801915907", "190", "4,64"
65463, "293,074801915907", "188", "4,59"
65464, "293,074801915907", "190", "4,64"
65465, "293,102225516108", "189", "4,61"
65466, "293,104788116063", "189", "4,61"
65467, "293,104788116063", "190", "4,64"
65468, "293,128444516682", "188", "4,59"
65469, "293,128444516682", "190", "4,64"
65470, "293,154812816414", "188", "4,59"
65471, "293,154812816414", "188", "4,59"
65472, "293,154812816414", "189", "4,61"
65473, "293,179004216683", "187", "4,57"
65474, "293,179004216683", "189", "4,61"
65475, "293,204744316288", "188", "4,59"
65476, "293,204744316288", "188", "4,59"
65477, "293,204744316288", "189", "4,61"
65478, "293,229052316048", "187", "4,57"
65479, "293,229052316048", "188", "4,59"
65480, "293,251383616007", "187", "4,57"
65481, "293,254847816075", "187", "4,57"
65482, "293,254847816075", "188", "4,59"
65483, "293,281219515833", "186", "4,54"
65484, "293,281219515833", "188", "4,59"
65485, "293,305526416167", "187", "4,57"
65486, "293,305526416167", "186", "4,54"
65487, "293,305526416167", "188", "4,59"
65488, "293,328736816649", "185", "4,52"
65489, "293,328736816649", "188", "4,59"
65490, "293,354682617006", "187", "4,57"
65491, "293,354682617006", "186", "4,54"
65492, "293,354682617006", "187", "4,57"
65493, "293,379828016856", "185", "4,52"
65494, "293,379828016856", "187", "4,57"
65495, "293,404668317293", "186", "4,54"
65496, "293,404668317293", "186", "4,54"
65497, "293,408145117224", "187", "4,57"
65498, "293,4290284171", "185", "4,52"
65499, "293,4290284171", "187", "4,57"
65500, "293,454711816623", "186", "4,54"
65501, "293,454711816623", "186", "4,54"
65502, "293,454711816623", "187", "4,57"
65503, "293,479889116599", "185", "4,52"
65504, "293,479889116599", "187", "4,57"
65505, "293,50308551651", "187", "4,57"
65506, "293,50308551651", "186", "4,54"
65507, "293,511512116645", "187", "4,57"
65508, "293,528292316827", "185", "4,52"
65509, "293,528292316827", "188", "4,59"
65510, "293,553073916933", "187", "4,57"
65511, "293,553073916933", "186", "4,54"
65512, "293,561517117196", "188", "4,59"
65513, "293,579868317232", "185", "4,52"
65514, "293,579868317232", "187", "4,57"
65515, "293,604708817671", "187", "4,57"
65516, "293,608945617802", "186", "4,54"
65517, "293,608945617802", "188", "4,59"
65518, "293,616230317741", "185", "4,52"
65519, "293,629069517949", "187", "4,57"
65520, "293,653033918119", "186", "4,54"
65521, "293,653033918119", "186", "4,54"
65522, "293,656270618201", "187", "4,57"
65523, "293,678975718212", "185", "4,52"
65524, "293,678975718212", "187", "4,57"
65525, "293,718029018375", "187", "4,57"
65526, "293,718029018375", "186", "4,54"
65527, "293,726415918325", "187", "4,57"
65528, "293,726415918325", "185", "4,52"
65529, "293,726415918325", "187", "4,57"
65530, "293,751271317829", "186", "4,54"
65531, "293,754483017721", "186", "4,54"
65532, "293,754483017721", "187", "4,57"
65533, "293,778322917526", "185", "4,52"
65534, "293,778322917526", "187", "4,57"
65535, "293,804713017424", "186", "4,54"
65536, "293,804713017424", "186", "4,54"
65537, "293,804713017424", "187", "4,57"
65538, "293,828393517644", "185", "4,52"
65539, "293,828393517644", "187", "4,57"
65540, "293,852334717871", "186", "4,54"
65541, "293,852334717871", "186", "4,54"
65542, "293,85522021784", "187", "4,57"
65543, "293,8791090179", "185", "4,52"
65544, "293,8791090179", "187", "4,57"
65545, "293,904075117898", "186", "4,54"
65546, "293,904075117898", "186", "4,54"
65547, "293,908986718045", "187", "4,57"
65548, "293,929513017763", "185", "4,52"
65549, "293,929513017763", "187", "4,57"
65550, "293,938025517738", "186", "4,54"
65551, "293,95135521784", "186", "4,54"
65552, "293,955146117951", "187", "4,57"
65553, "293,979930417496", "185", "4,52"
65554, "293,979930417496", "187", "4,57"
65555, "294,006457417388", "186", "4,54"
65556, "294,006457417388", "185", "4,52"
65557, "294,006457417388", "187", "4,57"
65558, "294,028170717531", "185", "4,52"
65559, "294,028170717531", "187", "4,57"
65560, "294,052370817284", "186", "4,54"
65561, "294,059134717449", "185", "4,52"
65562, "294,059134717449", "187", "4,57"
65563, "294,079053817433", "184", "4,49"
65564, "294,079053817433", "186", "4,54"
65565, "294,103549517342", "186", "4,54"
65566, "294,103549517342", "185", "4,52"
65567, "294,109201217187", "187", "4,57"
65568, "294,128298617085", "185", "4,52"
65569, "294,128298617085", "187", "4,57"
65570, "294,151472617057", "186", "4,54"
65571, "294,154724717024", "185", "4,52"
65572, "294,154724717024", "187", "4,57"
65573, "294,178603116772", "185", "4,52"
65574, "294,178603116772", "186", "4,54"
65575, "294,201526916935", "185", "4,52"
65576, "294,204259917024", "185", "4,52"
65577, "294,204259917024", "187", "4,57"
65578, "294,228605817189", "184", "4,49"
65579, "294,228605817189", "187", "4,57"
65580, "294,253134016995", "186", "4,54"
65581, "294,253134016995", "185", "4,52"
65582, "294,256456016912", "187", "4,57"
65583, "294,278248517192", "185", "4,52"
65584, "294,278248517192", "186", "4,54"
65585, "294,304549316992", "186", "4,54"
65586, "294,304549316992", "185", "4,52"
65587, "294,304549316992", "187", "4,57"
65588, "294,354686617036", "185", "4,52"
65589, "294,354686617036", "187", "4,57"
65590, "294,354686617036", "186", "4,54"
65591, "294,354686617036", "185", "4,52"
65592, "294,362944217282", "187", "4,57"
65593, "294,380077317473", "185", "4,52"
65594, "294,382831717492", "187", "4,57"
65595, "294,388186217402", "186", "4,54"
65596, "294,40484351723", "185", "4,52"
65597, "294,40484351723", "187", "4,57"
65598, "294,431223617052", "185", "4,52"
65599, "294,431223617052", "187", "4,57"
65600, "294,455578717054", "186", "4,54"
65601, "294,455578717054", "186", "4,54"
65602, "294,455578717054", "187", "4,57"
