id, time, RAWvalue, PrettyValue
45792, "269,265941155609", "165", "4,03"
45793, "269,265941155609", "169", "4,13"
45794, "269,265941155609", "168", "4,10"
45795, "269,265941155609", "166", "4,05"
45796, "269,265941155609", "170", "4,15"
45797, "269,28963565547", "165", "4,03"
45798, "269,28963565547", "169", "4,13"
45799, "269,295696055517", "168", "4,10"
45800, "269,318020855542", "166", "4,05"
45801, "269,318020855542", "170", "4,15"
45802, "269,339714855421", "165", "4,03"
45803, "269,339714855421", "169", "4,13"
45804, "269,345525555313", "168", "4,10"
45805, "269,36647855537", "166", "4,05"
45806, "269,36647855537", "170", "4,15"
45807, "269,388811655343", "165", "4,03"
45808, "269,393250655383", "169", "4,13"
45809, "269,393250655383", "168", "4,10"
45810, "269,414722055197", "166", "4,05"
45811, "269,414722055197", "170", "4,15"
45812, "269,436168855056", "165", "4,03"
45813, "269,442144755274", "169", "4,13"
45814, "269,442144755274", "169", "4,13"
45815, "269,464824055322", "166", "4,05"
45816, "269,464824055322", "170", "4,15"
45817, "269,492244855501", "165", "4,03"
45818, "269,492244855501", "170", "4,15"
45819, "269,492244855501", "169", "4,13"
45820, "269,514753755648", "166", "4,05"
45821, "269,514753755648", "170", "4,15"
45822, "269,536380855832", "166", "4,05"
45823, "269,542228356004", "170", "4,15"
45824, "269,542228356004", "169", "4,13"
45825, "269,564745755866", "166", "4,05"
45826, "269,564745755866", "171", "4,17"
45827, "269,591308455914", "166", "4,05"
45828, "269,591308455914", "170", "4,15"
45829, "269,596448255703", "169", "4,13"
45830, "269,612565955613", "167", "4,08"
45831, "269,618681555614", "171", "4,17"
45832, "269,63784255553", "166", "4,05"
45833, "269,63784255553", "170", "4,15"
45834, "269,644989855587", "169", "4,13"
45835, "269,664098655805", "167", "4,08"
45836, "269,671346255578", "171", "4,17"
45837, "269,691275355872", "166", "4,05"
45838, "269,691275355872", "171", "4,17"
45839, "269,695604356006", "170", "4,15"
45840, "269,717816956341", "167", "4,08"
45841, "269,717816956341", "172", "4,20"
45842, "269,738764956128", "167", "4,08"
45843, "269,744855355937", "171", "4,17"
45844, "269,744855355937", "170", "4,15"
45845, "269,767881855834", "167", "4,08"
45846, "269,772508956026", "172", "4,20"
45847, "269,772508956026", "167", "4,08"
45848, "269,788753055967", "171", "4,17"
45849, "269,794808955863", "170", "4,15"
45850, "269,816486455966", "168", "4,10"
45851, "269,816486455966", "172", "4,20"
45852, "269,843811556231", "167", "4,08"
45853, "269,843811556231", "172", "4,20"
45854, "269,848074156325", "171", "4,17"
45855, "269,866503156256", "168", "4,10"
45856, "269,866503156256", "173", "4,22"
45857, "269,876320756041", "167", "4,08"
45858, "269,892210255843", "172", "4,20"
45859, "269,892210255843", "171", "4,17"
45860, "269,913082255982", "168", "4,10"
45861, "269,913082255982", "173", "4,22"
45862, "269,940099355765", "168", "4,10"
45863, "269,940099355765", "172", "4,20"
45864, "269,94552925555", "172", "4,20"
