id, time, RAWvalue, PrettyValue
67909, "369,288298082654", "91", "2,22"
67910, "369,288298082654", "92", "2,25"
67911, "369,31522488303", "89", "2,17"
67912, "369,31522488303", "92", "2,25"
67913, "369,31522488303", "90", "2,20"
67914, "369,335962083307", "91", "2,22"
67915, "369,335962083307", "91", "2,22"
67916, "369,359288083506", "89", "2,17"
67917, "369,363573283539", "92", "2,25"
67918, "369,363573283539", "90", "2,20"
67919, "369,385822983575", "91", "2,22"
67920, "369,385822983575", "91", "2,22"
67921, "369,411809083424", "89", "2,17"
67922, "369,411809083424", "92", "2,25"
67923, "369,411809083424", "90", "2,20"
67924, "369,435532883392", "91", "2,22"
67925, "369,435532883392", "91", "2,22"
67926, "369,465377083165", "89", "2,17"
67927, "369,465377083165", "91", "2,22"
67928, "369,465377083165", "89", "2,17"
67929, "369,485005083377", "91", "2,22"
67930, "369,485005083377", "91", "2,22"
67931, "369,514250483247", "89", "2,17"
67932, "369,514250483247", "91", "2,22"
67933, "369,514250483247", "89", "2,17"
67934, "369,536026483052", "91", "2,22"
67935, "369,536026483052", "91", "2,22"
67936, "369,541807282832", "89", "2,17"
67937, "369,564445182797", "91", "2,22"
67938, "369,564445182797", "89", "2,17"
67939, "369,583263182431", "91", "2,22"
67940, "369,587190682418", "91", "2,22"
67941, "369,610264882329", "89", "2,17"
67942, "369,610264882329", "91", "2,22"
67943, "369,614052582416", "89", "2,17"
67944, "369,638552582008", "90", "2,20"
67945, "369,638552582008", "91", "2,22"
67946, "369,686828481848", "89", "2,17"
67947, "369,686828481848", "91", "2,22"
67948, "369,686828481848", "89", "2,17"
67949, "369,686828481848", "90", "2,20"
67950, "369,690653781756", "91", "2,22"
67951, "369,697056181612", "89", "2,17"
67952, "369,709424081608", "91", "2,22"
67953, "369,715315081528", "89", "2,17"
67954, "369,73590818129", "90", "2,20"
67955, "369,73590818129", "90", "2,20"
67956, "369,759291381226", "88", "2,15"
67957, "369,768378281384", "91", "2,22"
67958, "369,768378281384", "89", "2,17"
67959, "369,788274380961", "90", "2,20"
67960, "369,788274380961", "90", "2,20"
67961, "369,809244480799", "88", "2,15"
67962, "369,815379780601", "91", "2,22"
67963, "369,815379780601", "89", "2,17"
67964, "369,836801580968", "89", "2,17"
67965, "369,836801580968", "90", "2,20"
67966, "369,861627580482", "88", "2,15"
67967, "369,861627580482", "90", "2,20"
67968, "369,861627580482", "88", "2,15"
67969, "369,888314180193", "89", "2,17"
67970, "369,888314180193", "90", "2,20"
67971, "369,910163680441", "88", "2,15"
67972, "369,916142380214", "90", "2,20"
67973, "369,916142380214", "88", "2,15"
67974, "369,934968880494", "89", "2,17"
67975, "369,938441580511", "90", "2,20"
67976, "369,965280980454", "88", "2,15"
67977, "369,965280980454", "90", "2,20"
67978, "369,965280980454", "88", "2,15"
67979, "369,983631080366", "89", "2,17"
67980, "369,988125580247", "90", "2,20"
67981, "370,008700880338", "88", "2,15"
67982, "370,015249080141", "90", "2,20"
67983, "370,015249080141", "88", "2,15"
67984, "370,035890180268", "89", "2,17"
67985, "370,035890180268", "89", "2,17"
67986, "370,065239880583", "88", "2,15"
67987, "370,065239880583", "90", "2,20"
67988, "370,065239880583", "88", "2,15"
67989, "370,084931580699", "89", "2,17"
67990, "370,084931580699", "89", "2,17"
67991, "370,110074980534", "88", "2,15"
67992, "370,116057180683", "90", "2,20"
67993, "370,116057180683", "88", "2,15"
67994, "370,136787981144", "89", "2,17"
67995, "370,136787981144", "89", "2,17"
67996, "370,160644780728", "87", "2,12"
67997, "370,160644780728", "90", "2,20"
67998, "370,166950380779", "88", "2,15"
67999, "370,188458180637", "89", "2,17"
68000, "370,188458180637", "89", "2,17"
68001, "370,208106780774", "87", "2,12"
68002, "370,211855080794", "90", "2,20"
68003, "370,211855080794", "88", "2,15"
68004, "370,236678180867", "89", "2,17"
68005, "370,236678180867", "89", "2,17"
68006, "370,2635859804", "88", "2,15"
68007, "370,2635859804", "89", "2,17"
68008, "370,2635859804", "88", "2,15"
68009, "370,282795180217", "88", "2,15"
68010, "370,286474680179", "89", "2,17"
68011, "370,323055780143", "87", "2,12"
68012, "370,323055780143", "89", "2,17"
68013, "370,323055780143", "88", "2,15"
68014, "370,328535980196", "89", "2,17"
68015, "370,338240280398", "89", "2,17"
68016, "370,359783980181", "87", "2,12"
68017, "370,366098680184", "89", "2,17"
68018, "370,366098680184", "88", "2,15"
68019, "370,384929680149", "88", "2,15"
68020, "370,39510587987", "89", "2,17"
68021, "370,39510587987", "87", "2,12"
68022, "370,41486667993", "89", "2,17"
68023, "370,41486667993", "87", "2,12"
68024, "370,436212280183", "88", "2,15"
68025, "370,436212280183", "89", "2,17"
68026, "370,459263580269", "87", "2,12"
68027, "370,463603080134", "89", "2,17"
68028, "370,463603080134", "87", "2,12"
68029, "370,485069280141", "88", "2,15"
68030, "370,485069280141", "89", "2,17"
68031, "370,512829480343", "87", "2,12"
68032, "370,512829480343", "89", "2,17"
68033, "370,512829480343", "87", "2,12"
68034, "370,538550780271", "88", "2,15"
68035, "370,538550780271", "88", "2,15"
68036, "370,559923280147", "87", "2,12"
68037, "370,566222880152", "89", "2,17"
68038, "370,566222880152", "87", "2,12"
68039, "370,58493588015", "88", "2,15"
68040, "370,58493588015", "88", "2,15"
68041, "370,614325180766", "87", "2,12"
68042, "370,614325180766", "89", "2,17"
68043, "370,614325180766", "87", "2,12"
68044, "370,636428780737", "88", "2,15"
68045, "370,636428780737", "88", "2,15"
68046, "370,661905781017", "87", "2,12"
68047, "370,661905781017", "89", "2,17"
68048, "370,665243181051", "87", "2,12"
68049, "370,683600881021", "88", "2,15"
68050, "370,687241081032", "88", "2,15"
68051, "370,711833580746", "86", "2,10"
68052, "370,711833580746", "88", "2,15"
68053, "370,711833580746", "87", "2,12"
68054, "370,736767581082", "88", "2,15"
68055, "370,736767581082", "88", "2,15"
68056, "370,76345128112", "86", "2,10"
68057, "370,76345128112", "88", "2,15"
68058, "370,76345128112", "87", "2,12"
68059, "370,78278308094", "88", "2,15"
68060, "370,786712080822", "88", "2,15"
68061, "370,810238580802", "86", "2,10"
68062, "370,810238580802", "88", "2,15"
68063, "370,813511380809", "87", "2,12"
68064, "370,835026080604", "88", "2,15"
68065, "370,838368880679", "88", "2,15"
68066, "370,866158280638", "86", "2,10"
68067, "370,866158280638", "88", "2,15"
68068, "370,866158280638", "87", "2,12"
68069, "370,885761980084", "87", "2,12"
68070, "370,885761980084", "88", "2,15"
68071, "370,912825980107", "86", "2,10"
68072, "370,912825980107", "88", "2,15"
68073, "370,912825980107", "87", "2,12"
68074, "370,939202580485", "88", "2,15"
68075, "370,939202580485", "88", "2,15"
68076, "370,971714080428", "86", "2,10"
68077, "370,971714080428", "88", "2,15"
68078, "370,971714080428", "87", "2,12"
68079, "370,971714080428", "87", "2,12"
68080, "370,985875380575", "88", "2,15"
68081, "371,015243080328", "86", "2,10"
68082, "371,015243080328", "88", "2,15"
68083, "371,018345780321", "86", "2,10"
68084, "371,035049780156", "87", "2,12"
68085, "371,038433580077", "88", "2,15"
68086, "371,063596179825", "86", "2,10"
68087, "371,063596179825", "88", "2,15"
68088, "371,063596179825", "86", "2,10"
68089, "371,085399979842", "87", "2,12"
68090, "371,085399979842", "88", "2,15"
68091, "371,109491379582", "86", "2,10"
68092, "371,112628479605", "88", "2,15"
68093, "371,112628479605", "86", "2,10"
68094, "371,138436179259", "87", "2,12"
68095, "371,138436179259", "88", "2,15"
68096, "371,161139678792", "86", "2,10"
68097, "371,161139678792", "88", "2,15"
68098, "371,166365778656", "86", "2,10"
68099, "371,185168478754", "87", "2,12"
68100, "371,185168478754", "87", "2,12"
68101, "371,21246597881", "85", "2,08"
68102, "371,21246597881", "88", "2,15"
68103, "371,21246597881", "86", "2,10"
68104, "371,238405978889", "87", "2,12"
68105, "371,238405978889", "87", "2,12"
68106, "371,263703479082", "86", "2,10"
68107, "371,263703479082", "88", "2,15"
68108, "371,263703479082", "86", "2,10"
68109, "371,285400478984", "87", "2,12"
68110, "371,285400478984", "88", "2,15"
68111, "371,310315379058", "85", "2,08"
68112, "371,310315379058", "88", "2,15"
68113, "371,313366079121", "86", "2,10"
68114, "371,33842737868", "87", "2,12"
68115, "371,33842737868", "87", "2,12"
68116, "371,359612078988", "85", "2,08"
68117, "371,365263078944", "87", "2,12"
68118, "371,365263078944", "86", "2,10"
68119, "371,383508678642", "87", "2,12"
68120, "371,383508678642", "87", "2,12"
68121, "371,411627178662", "85", "2,08"
68122, "371,411627178662", "88", "2,15"
68123, "371,411627178662", "86", "2,10"
68124, "371,436847278732", "87", "2,12"
68125, "371,439665778656", "87", "2,12"
68126, "371,445296178688", "85", "2,08"
68127, "371,463619578513", "87", "2,12"
68128, "371,463619578513", "86", "2,10"
68129, "371,484246878535", "86", "2,10"
68130, "371,489305078634", "87", "2,12"
68131, "371,508454278694", "85", "2,08"
68132, "371,512353878585", "87", "2,12"
68133, "371,512353878585", "86", "2,10"
68134, "371,53841107816", "87", "2,12"
68135, "371,53841107816", "87", "2,12"
68136, "371,541747678188", "85", "2,08"
68137, "371,559621778433", "87", "2,12"
68138, "371,565248378203", "86", "2,10"
68139, "371,60340917774", "86", "2,10"
68140, "371,60340917774", "87", "2,12"
68141, "371,60340917774", "85", "2,08"
68142, "371,60340917774", "87", "2,12"
68143, "371,639285977115", "85", "2,08"
68144, "371,639285977115", "86", "2,10"
68145, "371,639285977115", "87", "2,12"
68146, "371,66190867743", "85", "2,08"
68147, "371,66190867743", "87", "2,12"
68148, "371,66190867743", "85", "2,08"
68149, "371,685044777696", "86", "2,10"
68150, "371,685044777696", "87", "2,12"
68151, "371,714134577778", "85", "2,08"
68152, "371,714134577778", "87", "2,12"
68153, "371,714134577778", "85", "2,08"
68154, "371,735976378084", "86", "2,10"
68155, "371,735976378084", "87", "2,12"
68156, "371,759798877523", "84", "2,05"
68157, "371,762803877587", "87", "2,12"
68158, "371,762803877587", "85", "2,08"
68159, "371,785879877047", "86", "2,10"
68160, "371,785879877047", "86", "2,10"
68161, "371,814925477025", "84", "2,05"
68162, "371,814925477025", "87", "2,12"
68163, "371,814925477025", "85", "2,08"
68164, "371,836100677378", "86", "2,10"
68165, "371,8418019776", "86", "2,10"
68166, "371,862334477599", "84", "2,05"
68167, "371,862334477599", "87", "2,12"
68168, "371,868254677742", "85", "2,08"
68169, "371,885864877724", "86", "2,10"
68170, "371,885864877724", "87", "2,12"
68171, "371,914146978059", "84", "2,05"
68172, "371,914146978059", "87", "2,12"
68173, "371,914146978059", "85", "2,08"
68174, "371,934686677647", "86", "2,10"
68175, "371,940072977566", "86", "2,10"
68176, "371,959748777444", "84", "2,05"
68177, "371,965294877416", "87", "2,12"
68178, "371,965294877416", "85", "2,08"
68179, "371,983447077335", "86", "2,10"
68180, "371,990453677368", "86", "2,10"
68181, "372,014287277474", "84", "2,05"
68182, "372,014287277474", "87", "2,12"
68183, "372,014287277474", "85", "2,08"
68184, "372,035994276986", "86", "2,10"
68185, "372,035994276986", "86", "2,10"
68186, "372,059327476774", "84", "2,05"
68187, "372,062677176786", "86", "2,10"
68188, "372,062677176786", "85", "2,08"
68189, "372,085844176472", "86", "2,10"
68190, "372,085844176472", "86", "2,10"
68191, "372,115269376547", "84", "2,05"
68192, "372,115269376547", "86", "2,10"
68193, "372,115269376547", "85", "2,08"
68194, "372,135764576145", "86", "2,10"
68195, "372,135764576145", "86", "2,10"
68196, "372,161844476243", "84", "2,05"
68197, "372,161844476243", "86", "2,10"
68198, "372,161844476243", "85", "2,08"
68199, "372,185027976637", "85", "2,08"
68200, "372,185027976637", "86", "2,10"
68201, "372,215184176457", "84", "2,05"
68202, "372,215184176457", "87", "2,12"
68203, "372,215184176457", "85", "2,08"
68204, "372,248542676331", "85", "2,08"
68205, "372,255173576181", "86", "2,10"
68206, "372,255173576181", "84", "2,05"
68207, "372,255173576181", "86", "2,10"
68208, "372,283548776642", "84", "2,05"
68209, "372,283548776642", "85", "2,08"
68210, "372,287251876551", "86", "2,10"
68211, "372,311844076612", "84", "2,05"
68212, "372,311844076612", "86", "2,10"
68213, "372,311844076612", "84", "2,05"
68214, "372,335805276292", "85", "2,08"
68215, "372,335805276292", "86", "2,10"
68216, "372,363233376411", "84", "2,05"
68217, "372,363233376411", "86", "2,10"
68218, "372,363233376411", "85", "2,08"
68219, "372,383789976477", "85", "2,08"
68220, "372,389376576408", "86", "2,10"
68221, "372,41046637611", "84", "2,05"
68222, "372,41046637611", "86", "2,10"
68223, "372,416423076182", "84", "2,05"
68224, "372,435122976429", "85", "2,08"
68225, "372,435122976429", "86", "2,10"
68226, "372,461997776642", "84", "2,05"
68227, "372,461997776642", "86", "2,10"
68228, "372,461997776642", "84", "2,05"
68229, "372,488429576508", "85", "2,08"
68230, "372,488429576508", "86", "2,10"
