segment;time;userDifficulty;edaDifficulty;segDifficulty;totalDifficulty;totalLevelDifficulty
1;0;0,8906345;0;0;0
2;0;0,8906345;0;0;0
3;0;0,8906345;0;0;0
4;0;0,8906345;0;0;0
1;18,20929;0,8771515;0;0;0
2;82,55367;0,8637899;0;0;0
3;102,2512;0,8416209;0;0;0
3;133,8939;0,8107238;0;0;0
3;153,832;0,7621682;0;0;0
4;193,4941;0,7093171;0;0;0
4;199,0942;0,6521899;0;0;0
4;205,2546;0,599815;0;0;0
4;210,6541;0,5251845;0;0;0
4;214,6924;0,4553445;0;0;0
4;223,814;0,3903142;0;0;0
4;228,8943;0,3079329;0;0;0
4;234,0342;0,2500001;0;0;0
4;242,4738;0,2500001;0;0;0
4;255,6737;0,2500001;0;0;0
4;267,5899;0,2500001;0;0;0
4;276,733;0,2500001;0;0;0
4;294,3529;0,2500001;0;0;0
