id, time, RAWvalue, PrettyValue
133054, "697,124419208034", "137", "3,34"
133055, "697,128465608112", "139", "3,39"
133056, "697,128465608112", "138", "3,37"
133057, "697,134673808119", "138", "3,37"
133058, "697,134673808119", "140", "3,42"
133059, "697,155401008087", "137", "3,34"
133060, "697,161089808098", "140", "3,42"
133061, "697,161089808098", "139", "3,39"
133062, "697,181860008393", "139", "3,39"
133063, "697,181860008393", "140", "3,42"
133064, "697,210263708956", "138", "3,37"
133065, "697,210263708956", "141", "3,44"
133066, "697,210263708956", "139", "3,39"
133067, "697,232036809321", "140", "3,42"
133068, "697,232036809321", "141", "3,44"
133069, "697,257384508732", "139", "3,39"
133070, "697,257384508732", "142", "3,47"
133071, "697,263615008793", "140", "3,42"
133072, "697,284558908897", "140", "3,42"
133073, "697,284558908897", "142", "3,47"
133074, "697,304376908694", "139", "3,39"
133075, "697,304376908694", "142", "3,47"
133076, "697,314542708569", "141", "3,44"
133077, "697,333756108652", "141", "3,44"
133078, "697,333756108652", "143", "3,49"
133079, "697,357194908313", "140", "3,42"
133080, "697,357194908313", "143", "3,49"
133081, "697,363687108154", "142", "3,47"
133082, "697,382038108422", "142", "3,47"
133083, "697,382038108422", "143", "3,49"
133084, "697,41019300872", "141", "3,44"
133085, "697,41019300872", "144", "3,52"
133086, "697,418837708537", "143", "3,49"
133087, "697,431945808581", "143", "3,49"
133088, "697,435291108559", "144", "3,52"
133089, "697,461980708526", "142", "3,47"
133090, "697,461980708526", "144", "3,52"
133091, "697,461980708526", "143", "3,49"
133092, "697,484491407988", "143", "3,49"
133093, "697,490233208169", "145", "3,54"
133094, "697,493769708206", "143", "3,49"
133095, "697,506815508124", "146", "3,56"
133096, "697,53375460871", "144", "3,52"
133097, "697,53375460871", "145", "3,54"
133098, "697,53375460871", "146", "3,56"
133099, "697,560229108785", "143", "3,49"
133100, "697,560229108785", "147", "3,59"
133101, "697,560229108785", "145", "3,54"
133102, "697,580452308874", "145", "3,54"
133103, "697,580452308874", "147", "3,59"
133104, "697,610283708549", "144", "3,52"
133105, "697,610283708549", "147", "3,59"
133106, "697,610283708549", "146", "3,56"
133107, "697,631098607904", "146", "3,56"
133108, "697,631098607904", "147", "3,59"
133109, "697,660227507702", "145", "3,54"
133110, "697,660227507702", "148", "3,61"
133111, "697,660227507702", "147", "3,59"
133112, "697,680298407446", "147", "3,59"
133113, "697,680298407446", "148", "3,61"
133114, "697,706872507581", "146", "3,56"
133115, "697,706872507581", "149", "3,64"
133116, "697,710275107645", "147", "3,59"
133117, "697,733726807521", "148", "3,61"
133118, "697,733726807521", "149", "3,64"
133119, "697,768684007111", "147", "3,59"
133120, "697,768684007111", "150", "3,66"
133121, "697,768684007111", "148", "3,61"
133122, "697,771876507089", "148", "3,61"
133123, "697,780357007054", "150", "3,66"
133124, "697,806822007638", "147", "3,59"
133125, "697,806822007638", "150", "3,66"
133126, "697,81110910757", "149", "3,64"
133127, "697,832012608298", "149", "3,64"
133128, "697,832012608298", "151", "3,69"
133129, "697,856826908304", "148", "3,61"
133130, "697,856826908304", "151", "3,69"
133131, "697,86018190824", "149", "3,64"
133132, "697,881112408242", "150", "3,66"
133133, "697,881112408242", "151", "3,69"
133134, "697,9076436084", "149", "3,64"
133135, "697,9076436084", "151", "3,69"
133136, "697,911930508562", "150", "3,66"
133137, "697,93031710817", "150", "3,66"
133138, "697,935341608361", "152", "3,71"
133139, "697,960282908636", "149", "3,64"
133140, "697,960282908636", "152", "3,71"
133141, "697,960282908636", "151", "3,69"
133142, "697,980357408873", "151", "3,69"
133143, "697,980357408873", "152", "3,71"
133144, "698,010196909192", "149", "3,64"
133145, "698,010196909192", "153", "3,74"
133146, "698,010196909192", "151", "3,69"
133147, "698,032192808925", "151", "3,69"
133148, "698,032192808925", "152", "3,71"
133149, "698,058529509348", "150", "3,66"
133150, "698,058529509348", "153", "3,74"
133151, "698,06143330934", "151", "3,69"
133152, "698,080293109291", "151", "3,69"
133153, "698,080293109291", "153", "3,74"
133154, "698,106793008861", "150", "3,66"
133155, "698,106793008861", "153", "3,74"
133156, "698,111058308859", "152", "3,71"
