id, time, RAWvalue, PrettyValue
28095, "85,6190737738507", "35", ",85"
28096, "85,6190737738507", "37", ",90"
28097, "85,641740373685", "35", ",85"
28098, "85,641740373685", "36", ",88"
28099, "85,6444581736578", "36", ",88"
28100, "85,6648353735218", "35", ",85"
28101, "85,6648353735218", "37", ",90"
28102, "85,6910280735465", "35", ",85"
28103, "85,6910280735465", "37", ",90"
28104, "85,6960758735659", "36", ",88"
28105, "85,7154493733542", "35", ",85"
28106, "85,7154493733542", "37", ",90"
28107, "85,7408246736741", "35", ",85"
28108, "85,7408246736741", "37", ",90"
28109, "85,7451071738033", "36", ",88"
28110, "85,7658091738122", "35", ",85"
28111, "85,7658091738122", "37", ",90"
28112, "85,7942511740839", "34", ",83"
28113, "85,7942511740839", "37", ",90"
28114, "85,7942511740839", "35", ",85"
28115, "85,8173459739191", "35", ",85"
28116, "85,8173459739191", "37", ",90"
28117, "85,8416628740961", "34", ",83"
28118, "85,8416628740961", "36", ",88"
28119, "85,8444365741452", "35", ",85"
28120, "85,8648471744964", "35", ",85"
28121, "85,8648471744964", "37", ",90"
28122, "85,8891574746231", "34", ",83"
28123, "85,8919938745676", "36", ",88"
28124, "85,8972742747283", "35", ",85"
28125, "85,915536774206", "35", ",85"
28126, "85,915536774206", "36", ",88"
28127, "85,9406898737652", "34", ",83"
28128, "85,9406898737652", "36", ",88"
28129, "85,9460019738181", "35", ",85"
28130, "85,9770568733802", "35", ",85"
28131, "85,9770568733802", "37", ",90"
28132, "85,9823642735137", "34", ",83"
28133, "85,9916654735571", "37", ",90"
28134, "86,013944173581", "35", ",85"
28135, "86,0168683734955", "35", ",85"
28136, "86,0168683734955", "36", ",88"
28137, "86,0416858739918", "34", ",83"
28138, "86,0416858739918", "36", ",88"
28139, "86,0472973737633", "35", ",85"
28140, "86,0668914736016", "35", ",85"
28141, "86,0668914736016", "37", ",90"
28142, "86,0916437736014", "34", ",83"
28143, "86,0916437736014", "36", ",88"
28144, "86,096018373617", "35", ",85"
28145, "86,1148274737643", "35", ",85"
28146, "86,1182069737697", "36", ",88"
28147, "86,1442398735089", "34", ",83"
28148, "86,1442398735089", "36", ",88"
28149, "86,1442398735089", "35", ",85"
28150, "86,1641185734188", "35", ",85"
28151, "86,1686186733423", "36", ",88"
28152, "86,1916534729535", "34", ",83"
28153, "86,1916534729535", "36", ",88"
28154, "86,1954576730495", "35", ",85"
28155, "86,2157296732767", "34", ",83"
28156, "86,2157296732767", "36", ",88"
